,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,city_Astapor,city_King's Landing,city_Winterfell,phone_Android,phone_Unknown,phone_iPhone,active
32288,1.0,2014-01-31,4.6015592912744685,1.0,2014-02-20,0.0,0,100.0,2.61,5.0,0,0,1,1,0,0,0
32289,1.0,2014-01-11,4.6015592912744685,1.0,2014-01-12,0.0,1,0.0,2.11,5.0,0,0,1,1,0,0,0
32290,0.0,2014-01-29,4.6015592912744685,3.0,2014-04-21,100.0,0,100.0,6.63,5.0,1,0,0,0,0,1,0
32291,5.0,2014-01-11,4.8,1.0,2014-06-25,0.0,0,33.3,2.52,4.4,0,0,1,0,0,1,1
32292,2.0,2014-01-19,5.0,1.25,2014-06-01,33.3,0,33.3,2.14,5.0,1,0,0,1,0,0,1
32293,0.0,2014-01-29,5.0,1.0,2014-04-09,0.0,0,100.0,1.21,5.0,1,0,0,0,0,1,0
32294,0.0,2014-01-05,4.6015592912744685,1.0,2014-03-13,0.0,1,100.0,18.28,4.0,0,0,1,0,0,1,0
32295,2.0,2014-01-01,5.0,1.0,2014-06-23,0.0,1,50.0,22.46,4.8,0,1,0,0,0,1,1
32296,1.0,2014-01-20,4.6015592912744685,1.0,2014-01-20,0.0,1,100.0,35.62,5.0,1,0,0,0,0,1,0
32297,0.0,2014-01-10,5.0,1.0,2014-06-09,0.0,0,100.0,11.34,5.0,0,0,1,0,0,1,1
32298,1.0,2014-01-07,5.0,1.0,2014-01-21,0.0,0,100.0,5.8,5.0,0,0,1,1,0,0,0
32299,1.0,2014-01-23,5.0,1.0,2014-03-07,0.0,0,100.0,10.71,5.0,1,0,0,1,0,0,0
32300,3.0,2014-01-15,4.5,1.0,2014-06-13,0.0,0,100.0,1.09,4.5,1,0,0,0,0,1,1
32301,2.0,2014-01-27,5.0,1.0,2014-02-06,0.0,0,100.0,0.55,4.0,0,0,1,0,0,1,0
32302,2.0,2014-01-27,5.0,1.13,2014-04-15,25.0,1,75.0,2.85,4.8,0,0,1,0,0,1,0
32303,13.0,2014-01-31,4.3,1.0,2014-06-25,0.0,1,100.0,4.8,4.9,0,0,1,1,0,0,1
32304,1.0,2014-01-24,5.0,1.0,2014-02-16,0.0,1,0.0,2.71,5.0,1,0,0,1,0,0,0
32305,1.0,2014-01-01,5.0,1.0,2014-01-01,0.0,1,100.0,10.31,5.0,1,0,0,1,0,0,0
32306,0.0,2014-01-17,4.6015592912744685,1.0,2014-06-12,0.0,0,100.0,2.23,5.0,0,1,0,1,0,0,1
32307,5.0,2014-01-20,4.3,1.0,2014-06-05,0.0,0,100.0,11.41,4.8,0,1,0,0,0,1,1
32308,1.0,2014-01-25,4.0,1.0,2014-05-24,0.0,1,75.0,5.71,5.0,0,0,1,0,0,1,0
32309,1.0,2014-01-10,4.6015592912744685,1.0,2014-05-31,0.0,1,50.0,2.91,5.0,1,0,0,1,0,0,0
32310,1.0,2014-01-18,5.0,1.0,2014-01-18,0.0,0,0.0,1.15,5.0,1,0,0,0,0,1,0
32311,2.0,2014-01-10,4.7,1.0,2014-02-28,0.0,1,66.7,7.84,5.0,0,0,1,1,0,0,0
32312,4.0,2014-01-21,5.0,1.0,2014-01-24,0.0,0,100.0,6.8100000000000005,5.0,0,1,0,0,0,1,0
32313,0.0,2014-01-11,5.0,1.0,2014-05-04,0.0,0,0.0,2.31,5.0,0,0,1,0,0,1,0
32314,4.0,2014-01-17,5.0,1.0,2014-01-19,0.0,1,25.0,4.25,5.0,1,0,0,1,0,0,0
32315,1.0,2014-01-24,4.6015592912744685,1.0,2014-06-28,0.0,1,50.0,4.0,5.0,1,0,0,1,0,0,1
32316,1.0,2014-01-26,4.6015592912744685,3.0,2014-01-26,100.0,1,0.0,7.98,5.0,1,0,0,1,0,0,0
32317,2.0,2014-01-25,5.0,1.0,2014-01-27,0.0,0,50.0,7.74,5.0,1,0,0,0,0,1,0
32318,1.0,2014-01-20,4.6015592912744685,1.0,2014-01-20,0.0,0,100.0,3.89,5.0,0,0,1,0,0,1,0
32319,1.0,2014-01-07,5.0,1.0,2014-01-08,0.0,0,100.0,3.77,5.0,0,0,1,0,0,1,0
32320,1.0,2014-01-18,3.5,1.11,2014-06-22,33.3,1,22.2,10.33,5.0,0,1,0,0,0,1,1
32321,5.0,2014-01-19,5.0,1.21,2014-06-28,26.9,0,69.2,2.18,5.0,0,1,0,0,0,1,1
32322,1.0,2014-01-26,4.6015592912744685,1.0,2014-01-26,0.0,0,0.0,1.96,3.0,1,0,0,0,0,1,0
32323,8.0,2014-01-02,4.7,1.2,2014-05-26,18.9,0,86.5,5.83,4.9,0,0,1,1,0,0,0
32324,3.0,2014-01-12,5.0,1.0,2014-06-21,0.0,0,80.0,13.91,4.8,0,1,0,0,0,1,1
32325,3.0,2014-01-22,4.8,1.07,2014-06-30,6.7,0,93.3,4.57,5.0,0,1,0,0,0,1,1
32326,0.0,2014-01-30,4.0,1.0,2014-05-14,0.0,0,100.0,17.61,4.0,0,0,1,1,0,0,0
32327,0.0,2014-01-11,4.6015592912744685,1.0,2014-04-19,0.0,0,100.0,1.57,5.0,0,0,1,0,0,1,0
32328,1.0,2014-01-06,4.8,1.06,2014-06-30,11.1,1,44.4,5.21,5.0,0,0,1,0,0,1,1
32329,4.0,2014-01-09,4.3,1.0,2014-06-28,0.0,1,100.0,2.94,4.8,0,0,1,0,0,1,1
32330,6.0,2014-01-24,5.0,1.0,2014-02-16,0.0,1,33.3,2.16,4.0,1,0,0,0,0,1,0
32331,0.0,2014-01-28,5.0,1.0,2014-04-22,0.0,0,100.0,2.65,5.0,1,0,0,1,0,0,0
32332,2.0,2014-01-08,5.0,1.0,2014-06-28,0.0,1,100.0,4.42,5.0,0,1,0,0,0,1,1
32333,3.0,2014-01-11,3.7,1.0,2014-01-22,0.0,0,100.0,1.44,5.0,0,1,0,0,0,1,0
32334,2.0,2014-01-08,5.0,1.0,2014-02-15,0.0,0,66.7,11.31,5.0,1,0,0,1,0,0,0
32335,17.0,2014-01-16,4.6,1.08,2014-06-17,6.8,1,54.5,5.33,4.9,0,0,1,0,0,1,1
32336,1.0,2014-01-27,4.6015592912744685,1.0,2014-01-28,0.0,0,100.0,1.56,5.0,0,1,0,1,0,0,0
32337,3.0,2014-01-22,5.0,1.0,2014-02-08,0.0,1,66.7,5.74,5.0,1,0,0,1,0,0,0
32338,1.0,2014-01-17,4.3,1.08,2014-06-24,11.8,0,61.8,1.81,4.8,0,0,1,0,0,1,1
32339,0.0,2014-01-09,4.8,1.0,2014-06-23,0.0,1,50.0,5.92,4.3,0,1,0,0,0,1,1
32340,0.0,2014-01-29,3.0,1.0,2014-05-07,0.0,0,100.0,1.31,5.0,0,0,1,1,0,0,0
32341,3.0,2014-01-31,5.0,1.08,2014-02-02,33.3,0,33.3,2.02,5.0,0,1,0,0,0,1,0
32342,0.0,2014-01-15,4.6015592912744685,1.0,2014-06-21,0.0,0,0.0,11.74,5.0,1,0,0,1,0,0,1
32343,0.0,2014-01-03,5.0,1.0,2014-04-30,0.0,1,100.0,1.8,5.0,1,0,0,0,0,1,0
32344,1.0,2014-01-07,4.6015592912744685,1.0,2014-01-12,0.0,0,0.0,5.02,5.0,0,0,1,0,0,1,0
32345,1.0,2014-01-09,5.0,3.0,2014-01-19,100.0,0,0.0,6.3,5.0,0,0,1,1,0,0,0
32346,0.0,2014-01-19,4.6015592912744685,1.0,2014-05-15,0.0,0,100.0,0.58,5.0,0,0,1,1,0,0,0
32347,0.0,2014-01-04,4.3,1.17,2014-04-20,33.3,0,66.7,2.37,5.0,0,1,0,0,0,1,0
32348,0.0,2014-01-03,5.0,1.0,2014-06-19,0.0,0,42.9,2.59,4.7,1,0,0,0,0,1,1
32349,1.0,2014-01-07,4.6015592912744685,1.0,2014-01-12,0.0,1,0.0,7.47,4.0,0,0,1,0,0,1,0
32350,3.0,2014-01-18,4.2,1.07,2014-04-06,14.3,0,42.9,2.8,5.0,0,0,1,0,0,1,0
32351,10.0,2014-01-28,4.9,1.07,2014-06-15,16.7,0,37.5,2.88,4.8,0,1,0,0,0,1,1
32352,0.0,2014-01-11,5.0,1.0,2014-05-20,0.0,0,100.0,7.82,5.0,0,0,1,0,0,1,0
32353,1.0,2014-01-10,4.6015592912744685,1.0,2014-05-12,0.0,0,50.0,10.59,5.0,0,0,1,1,0,0,0
32354,0.0,2014-01-05,5.0,1.0,2014-05-17,0.0,1,80.0,1.83,5.0,1,0,0,0,0,1,0
32355,3.0,2014-01-28,4.8,1.2,2014-06-17,10.0,0,80.0,1.81,5.0,0,1,0,0,0,1,1
32356,3.0,2014-01-16,4.6,1.0,2014-03-08,0.0,0,80.0,1.9500000000000002,5.0,0,0,1,0,0,1,0
32357,9.0,2014-01-25,4.3,1.0,2014-06-28,0.0,1,50.0,2.9699999999999998,4.4,0,0,1,0,0,1,1
32358,1.0,2014-01-04,4.6015592912744685,1.75,2014-01-05,100.0,0,0.0,24.29,5.0,1,0,0,1,0,0,0
32359,4.0,2014-01-06,5.0,1.11,2014-06-19,9.5,1,71.4,5.14,4.8,0,1,0,0,0,1,1
32360,1.0,2014-01-02,4.6015592912744685,1.0,2014-01-02,0.0,0,100.0,7.3,5.0,1,0,0,1,0,0,0
32361,2.0,2014-01-15,4.0,1.0,2014-06-08,0.0,1,33.3,7.6,5.0,0,0,1,0,0,1,1
32362,1.0,2014-01-22,4.6015592912744685,1.0,2014-02-11,0.0,0,100.0,14.46,4.0,1,0,0,0,0,1,0
32363,1.0,2014-01-07,4.3,1.1400000000000001,2014-06-27,28.6,0,71.4,3.38,4.9,0,0,1,0,0,1,1
32364,5.0,2014-01-24,4.9,1.0,2014-05-17,0.0,1,63.2,4.21,4.5,0,0,1,0,0,1,0
32365,0.0,2014-01-31,5.0,1.0,2014-05-07,0.0,0,100.0,13.54,5.0,0,0,1,0,0,1,0
32366,0.0,2014-01-27,4.9,1.01,2014-06-29,3.7,1,48.1,1.8,4.6,1,0,0,0,0,1,1
32367,1.0,2014-01-26,4.6015592912744685,3.0,2014-02-02,100.0,0,0.0,2.94,5.0,1,0,0,0,0,1,0
32368,1.0,2014-01-13,5.0,1.0,2014-06-10,0.0,0,100.0,6.9,5.0,0,1,0,0,0,1,1
32369,2.0,2014-01-24,4.0,1.25,2014-01-26,50.0,0,0.0,0.43,5.0,0,0,1,1,0,0,0
32370,0.0,2014-01-10,5.0,1.0,2014-06-20,0.0,1,100.0,1.19,4.0,0,1,0,0,0,1,1
32371,2.0,2014-01-19,4.6015592912744685,1.33,2014-06-15,16.7,1,33.3,4.23,4.8,0,1,0,0,0,1,1
32372,1.0,2014-01-20,4.6015592912744685,1.0,2014-01-24,0.0,0,100.0,49.82,5.0,1,0,0,0,0,1,0
32373,0.0,2014-01-06,5.0,1.0,2014-03-30,0.0,1,0.0,0.7000000000000001,5.0,0,1,0,0,0,1,0
32374,5.0,2014-01-07,3.7,1.04,2014-05-09,5.6,1,66.7,1.69,4.7,0,0,1,1,0,0,0
32375,1.0,2014-01-19,4.6015592912744685,1.0,2014-01-26,0.0,0,0.0,7.03,4.0,1,0,0,0,0,1,0
32376,0.0,2014-01-07,4.0,1.0,2014-06-15,0.0,0,0.0,13.2,5.0,0,1,0,1,0,0,1
32377,1.0,2014-01-29,5.0,1.0,2014-02-01,0.0,0,100.0,5.51,5.0,1,0,0,1,0,0,0
32378,1.0,2014-01-10,5.0,1.0,2014-01-11,0.0,0,100.0,4.31,5.0,0,0,1,0,0,1,0
32379,2.0,2014-01-15,5.0,1.33,2014-03-19,16.7,1,66.7,1.76,5.0,0,1,0,0,0,1,0
32380,5.0,2014-01-03,3.7,1.32,2014-06-27,26.3,0,42.1,2.08,4.5,0,0,1,0,0,1,1
32381,0.0,2014-01-15,5.0,1.0,2014-05-01,0.0,0,100.0,3.04,5.0,1,0,0,0,0,1,0
32382,0.0,2014-01-29,5.0,1.0,2014-04-09,0.0,0,100.0,3.41,5.0,0,1,0,0,0,1,0
32383,4.0,2014-01-21,4.9,1.05,2014-06-24,3.8,1,88.5,2.03,5.0,0,1,0,0,0,1,1
32384,5.0,2014-01-11,4.5,1.33,2014-05-09,25.0,1,31.3,3.19,4.8,1,0,0,0,0,1,0
32385,9.0,2014-01-06,4.2,1.05,2014-04-27,1.5,0,64.2,5.11,4.6,0,0,1,1,0,0,0
32386,9.0,2014-01-19,4.3,1.02,2014-06-30,3.6,0,71.4,3.55,4.4,0,0,1,0,0,1,1
32387,0.0,2014-01-02,5.0,1.0,2014-05-03,0.0,0,100.0,3.07,5.0,1,0,0,1,0,0,0
32388,2.0,2014-01-01,4.8,1.0,2014-04-26,0.0,1,40.0,2.17,5.0,1,0,0,0,0,1,0
32389,1.0,2014-01-07,5.0,1.0,2014-06-28,0.0,1,80.0,6.3,5.0,1,0,0,0,0,1,1
32390,0.0,2014-01-31,5.0,1.13,2014-06-17,50.0,1,50.0,1.3599999999999999,5.0,0,1,0,0,0,1,1
32391,1.0,2014-01-03,5.0,1.09,2014-06-15,25.0,1,62.5,3.09,4.9,0,1,0,0,0,1,1
32392,1.0,2014-01-03,5.0,1.0,2014-06-29,0.0,1,33.3,2.69,3.7,0,0,1,1,0,0,1
32393,3.0,2014-01-06,2.7,1.0,2014-01-20,0.0,0,0.0,2.05,5.0,0,0,1,1,0,0,0
32394,5.0,2014-01-04,4.8,1.0,2014-01-07,0.0,0,80.0,4.95,4.8,0,0,1,0,0,1,0
32395,1.0,2014-01-18,4.7,1.0,2014-06-14,0.0,1,22.2,2.61,4.8,1,0,0,0,0,1,1
32396,3.0,2014-01-06,4.2,1.3599999999999999,2014-06-28,11.1,1,33.3,3.48,4.4,0,0,1,0,0,1,1
32397,2.0,2014-01-28,5.0,1.0,2014-01-30,0.0,0,100.0,12.13,4.0,0,0,1,1,0,0,0
32398,1.0,2014-01-01,4.0,1.0,2014-01-02,0.0,0,100.0,10.88,5.0,0,0,1,1,0,0,0
32399,4.0,2014-01-24,4.0,1.0,2014-01-26,0.0,1,50.0,3.73,5.0,0,0,1,0,0,1,0
32400,6.0,2014-01-28,3.3,1.0,2014-02-13,0.0,0,100.0,4.01,5.0,0,0,1,1,0,0,0
32401,1.0,2014-01-14,5.0,1.0,2014-02-09,0.0,0,0.0,5.79,5.0,1,0,0,1,0,0,0
32402,0.0,2014-01-28,4.7,1.31,2014-06-11,25.0,0,100.0,20.8,5.0,0,0,1,0,0,1,1
32403,3.0,2014-01-30,5.0,1.0,2014-06-25,0.0,0,75.0,28.71,5.0,0,1,0,0,0,1,1
32404,4.0,2014-01-19,4.9,1.0,2014-06-29,0.0,1,54.5,5.13,4.8,1,0,0,0,0,1,1
32405,4.0,2014-01-29,4.7,1.02,2014-06-25,9.5,1,76.2,3.65,4.9,0,1,0,1,0,0,1
32406,1.0,2014-01-11,3.7,1.0,2014-04-27,0.0,0,20.0,4.21,4.8,0,1,0,0,0,1,0
32407,2.0,2014-01-04,4.5,1.0,2014-06-27,0.0,1,50.0,2.91,4.9,0,0,1,1,0,0,1
32408,1.0,2014-01-08,4.6015592912744685,1.0,2014-06-08,0.0,0,33.3,9.41,4.3,0,0,1,0,0,1,1
32409,0.0,2014-01-19,4.6015592912744685,1.75,2014-06-22,100.0,1,0.0,2.03,5.0,1,0,0,0,0,1,1
32410,0.0,2014-01-19,3.0,1.0,2014-06-24,0.0,0,100.0,6.8,5.0,0,0,1,0,0,1,1
32411,0.0,2014-01-10,4.6,1.0,2014-06-16,0.0,0,40.0,9.34,4.6,0,0,1,0,0,1,1
32412,2.0,2014-01-13,4.3,1.0,2014-03-02,0.0,0,0.0,2.66,5.0,1,0,0,0,0,1,0
32413,1.0,2014-01-09,5.0,1.0,2014-02-01,0.0,1,100.0,20.0,5.0,1,0,0,0,0,1,0
32414,2.0,2014-01-29,5.0,1.06,2014-06-22,9.5,1,38.1,2.68,5.0,0,1,0,1,0,0,1
32415,3.0,2014-01-24,5.0,1.0,2014-06-25,0.0,0,40.0,6.04,5.0,0,0,1,0,0,1,1
32416,0.0,2014-01-31,5.0,1.25,2014-06-29,25.0,1,0.0,6.35,5.0,0,1,0,0,0,1,1
32417,6.0,2014-01-21,3.1,1.0,2014-06-27,0.0,1,74.6,5.03,4.6,0,0,1,0,0,1,1
32418,7.0,2014-01-18,5.0,1.6,2014-06-29,60.0,0,30.0,1.85,5.0,0,1,0,0,0,1,1
32419,2.0,2014-01-17,4.0,1.58,2014-03-15,33.3,0,33.3,3.96,4.3,0,0,1,1,0,0,0
32420,2.0,2014-01-31,5.0,1.08,2014-04-12,33.3,0,66.7,3.55,5.0,1,0,0,1,0,0,0
32421,2.0,2014-01-31,5.0,1.0,2014-02-15,0.0,0,0.0,1.07,5.0,0,0,1,0,0,1,0
32422,2.0,2014-01-31,5.0,1.0,2014-05-09,0.0,1,60.0,1.94,5.0,0,0,1,1,0,0,0
32423,2.0,2014-01-06,3.5,1.0,2014-03-09,0.0,0,85.7,3.62,4.9,0,0,1,0,0,1,0
32424,0.0,2014-01-22,5.0,1.0,2014-05-03,0.0,0,75.0,19.59,5.0,1,0,0,0,0,1,0
32425,1.0,2014-01-05,4.6015592912744685,1.0,2014-01-10,0.0,1,100.0,1.69,4.0,0,0,1,0,0,1,0
32426,3.0,2014-01-04,5.0,1.0,2014-01-08,0.0,1,66.7,3.9699999999999998,4.7,1,0,0,0,0,1,0
32427,0.0,2014-01-22,5.0,1.3,2014-04-13,40.0,0,20.0,4.36,4.6,1,0,0,0,0,1,0
32428,0.0,2014-01-11,5.0,1.0,2014-03-04,0.0,0,100.0,24.56,5.0,0,0,1,0,0,1,0
32429,2.0,2014-01-12,4.8,1.23,2014-06-21,28.6,0,71.4,3.14,4.9,1,0,0,0,0,1,1
32430,1.0,2014-01-25,5.0,1.75,2014-01-26,100.0,0,0.0,1.44,5.0,0,1,0,1,0,0,0
32431,1.0,2014-01-11,5.0,1.0,2014-01-12,0.0,0,0.0,2.59,5.0,0,0,1,0,0,1,0
32432,14.0,2014-01-24,5.0,1.0,2014-06-28,0.0,1,84.8,2.62,4.9,0,0,1,0,0,1,1
32433,2.0,2014-01-06,5.0,1.28,2014-05-31,11.1,1,55.6,3.9,4.6,0,0,1,0,0,1,0
32434,17.0,2014-01-17,4.9,1.1,2014-01-24,17.6,1,58.8,3.1,5.0,1,0,0,0,0,1,0
32435,1.0,2014-01-16,4.6015592912744685,1.0,2014-01-17,0.0,0,100.0,11.46,5.0,0,0,1,0,0,1,0
32436,3.0,2014-01-16,5.0,1.08,2014-01-19,33.3,0,0.0,4.7,5.0,1,0,0,0,0,1,0
32437,1.0,2014-01-25,5.0,1.0,2014-06-11,0.0,1,33.3,5.38,5.0,0,0,1,0,0,1,1
32438,1.0,2014-01-17,5.0,1.0,2014-01-28,0.0,0,100.0,8.65,5.0,1,0,0,0,0,1,0
32439,0.0,2014-01-21,4.0,1.0,2014-03-24,0.0,0,50.0,2.11,4.0,0,1,0,0,0,1,0
32440,1.0,2014-01-22,4.6015592912744685,1.0,2014-02-16,0.0,0,0.0,0.96,5.0,0,0,1,1,0,0,0
32441,0.0,2014-01-17,5.0,1.0,2014-04-06,0.0,0,0.0,10.84,3.0,0,1,0,0,0,1,0
32442,3.0,2014-01-26,4.5,1.0,2014-06-07,0.0,1,60.0,2.68,4.9,0,0,1,0,0,1,1
32443,0.0,2014-01-08,5.0,1.0,2014-05-03,0.0,0,0.0,0.79,5.0,1,0,0,0,0,1,0
32444,6.0,2014-01-29,4.7,1.0,2014-05-26,0.0,1,80.0,3.11,5.0,0,1,0,1,0,0,0
32445,0.0,2014-01-25,4.0,1.0,2014-05-18,0.0,0,40.0,7.77,5.0,0,1,0,0,0,1,0
32446,0.0,2014-01-01,4.6015592912744685,1.0,2014-04-09,0.0,0,100.0,6.29,5.0,1,0,0,0,0,1,0
32447,2.0,2014-01-18,4.8,1.23,2014-05-24,20.0,0,10.0,3.55,4.8,0,0,1,1,0,0,0
32448,0.0,2014-01-31,5.0,1.25,2014-05-03,50.0,0,50.0,4.41,5.0,0,0,1,0,0,1,0
32449,2.0,2014-01-17,4.8,1.02,2014-05-27,7.1,0,78.6,4.14,5.0,0,0,1,0,0,1,0
32450,0.0,2014-01-03,4.3,1.0,2014-06-29,0.0,1,80.0,2.02,4.8,0,1,0,1,0,0,1
32451,1.0,2014-01-20,4.6015592912744685,1.0,2014-01-20,0.0,0,100.0,0.85,5.0,1,0,0,0,0,1,0
32452,4.0,2014-01-24,4.7,1.0,2014-04-29,0.0,1,84.6,3.81,5.0,1,0,0,0,0,1,0
32453,0.0,2014-01-19,5.0,1.25,2014-05-17,33.3,0,33.3,3.05,5.0,1,0,0,0,0,1,0
32454,0.0,2014-01-12,4.5,1.0,2014-03-13,0.0,0,100.0,15.9,5.0,0,1,0,0,0,1,0
32455,1.0,2014-01-27,5.0,1.0,2014-03-15,0.0,1,100.0,5.71,5.0,0,0,1,0,0,1,0
32456,0.0,2014-01-12,5.0,2.25,2014-06-17,100.0,0,100.0,1.6099999999999999,5.0,1,0,0,0,0,1,1
32457,10.0,2014-01-10,5.0,1.32,2014-04-23,27.1,0,56.3,1.56,4.6,1,0,0,0,0,1,0
32458,1.0,2014-01-16,4.5,1.0,2014-06-07,0.0,0,75.0,2.98,4.8,0,0,1,0,0,1,1
32459,0.0,2014-01-29,4.6015592912744685,1.0,2014-06-19,0.0,0,100.0,17.29,5.0,0,1,0,1,0,0,1
32460,4.0,2014-01-13,4.8,1.0,2014-06-12,0.0,1,95.0,5.31,4.7,0,0,1,1,0,0,1
32461,3.0,2014-01-29,5.0,1.22,2014-05-27,33.3,1,88.9,2.47,4.9,1,0,0,1,0,0,0
32462,1.0,2014-01-24,5.0,1.0,2014-01-25,0.0,0,0.0,2.14,5.0,1,0,0,0,0,1,0
32463,0.0,2014-01-20,5.0,1.25,2014-05-18,100.0,0,0.0,3.02,5.0,0,0,1,0,0,1,0
32464,0.0,2014-01-07,5.0,1.0,2014-06-24,0.0,0,66.7,19.39,4.7,0,1,0,1,0,0,1
32465,2.0,2014-01-23,4.0,1.0,2014-06-20,0.0,0,75.0,13.03,4.5,1,0,0,0,0,1,1
32466,0.0,2014-01-01,4.7,1.0,2014-06-03,0.0,1,100.0,7.25,4.9,0,1,0,0,0,1,1
32467,3.0,2014-01-15,5.0,1.0,2014-05-02,0.0,0,100.0,6.17,4.8,0,1,0,0,0,1,0
32468,0.0,2014-01-25,4.6015592912744685,1.5,2014-05-29,33.3,0,66.7,4.96,4.3,0,0,1,0,0,1,0
32469,1.0,2014-01-18,5.0,1.0,2014-06-01,0.0,0,20.0,3.95,4.8,0,0,1,1,0,0,1
32470,1.0,2014-01-14,4.6015592912744685,1.44,2014-06-12,50.0,0,100.0,4.11,4.8,1,0,0,0,0,1,1
32471,0.0,2014-01-19,5.0,1.25,2014-05-05,50.0,1,50.0,3.11,5.0,1,0,0,0,0,1,0
32472,0.0,2014-01-20,5.0,1.0,2014-04-25,0.0,0,100.0,2.19,5.0,0,0,1,0,0,1,0
32473,6.0,2014-01-12,4.2,1.79,2014-01-15,83.3,0,66.7,2.38,4.7,1,0,0,1,0,0,0
32474,0.0,2014-01-21,5.0,1.0,2014-02-23,0.0,0,20.0,3.5300000000000002,4.6,0,0,1,1,0,0,0
32475,2.0,2014-01-11,4.5,1.13,2014-01-12,50.0,0,0.0,3.32,5.0,1,0,0,1,0,0,0
32476,4.0,2014-01-16,5.0,1.0,2014-06-13,0.0,1,100.0,5.07,4.5,1,0,0,0,0,1,1
32477,1.0,2014-01-24,5.0,1.0,2014-06-11,0.0,1,75.0,4.72,4.3,0,1,0,0,0,1,1
32478,17.0,2014-01-23,4.5,1.02,2014-06-27,3.0,1,81.8,1.55,4.8,1,0,0,0,0,1,1
32479,0.0,2014-01-06,5.0,1.08,2014-06-15,33.3,1,33.3,1.9300000000000002,5.0,0,1,0,1,0,0,1
32480,1.0,2014-01-25,5.0,1.43,2014-06-21,28.6,0,14.3,7.08,4.7,0,0,1,1,0,0,1
32481,2.0,2014-01-28,3.5,1.18,2014-06-21,5.0,0,60.0,5.28,4.6,0,0,1,0,0,1,1
32482,1.0,2014-01-31,4.6015592912744685,1.0,2014-01-31,0.0,0,100.0,4.28,5.0,1,0,0,0,0,1,0
32483,1.0,2014-01-14,5.0,1.0,2014-02-27,0.0,0,50.0,1.52,4.5,0,0,1,1,0,0,0
32484,2.0,2014-01-19,5.0,1.1400000000000001,2014-06-22,28.6,1,57.1,2.58,5.0,1,0,0,0,0,1,1
32485,6.0,2014-01-30,5.0,1.08,2014-02-02,16.7,0,50.0,4.11,4.8,1,0,0,0,0,1,0
32486,0.0,2014-01-24,5.0,1.0,2014-04-21,0.0,0,100.0,11.44,5.0,1,0,0,1,0,0,0
32487,2.0,2014-01-24,3.7,1.0,2014-06-19,0.0,0,75.0,3.5300000000000002,4.6,0,0,1,1,0,0,1
32488,1.0,2014-01-09,4.6015592912744685,1.0,2014-01-09,0.0,1,100.0,18.94,5.0,0,0,1,0,0,1,0
32489,0.0,2014-01-15,5.0,1.0,2014-06-27,0.0,0,100.0,2.55,5.0,0,1,0,0,0,1,1
32490,10.0,2014-01-15,5.0,1.09,2014-06-24,9.1,1,75.8,3.11,5.0,0,1,0,0,0,1,1
32491,1.0,2014-01-28,5.0,1.0,2014-01-28,0.0,0,100.0,1.26,5.0,1,0,0,1,0,0,0
32492,2.0,2014-01-31,5.0,1.0,2014-06-22,0.0,0,0.0,18.38,5.0,0,1,0,0,0,1,1
32493,5.0,2014-01-23,3.9,1.0,2014-05-21,0.0,0,75.0,2.62,4.8,1,0,0,0,0,1,0
32494,40.0,2014-01-25,5.0,1.0,2014-05-05,0.0,0,80.7,1.1,4.9,1,0,0,0,0,1,0
32495,2.0,2014-01-15,5.0,1.0,2014-01-15,0.0,0,100.0,9.87,5.0,1,0,0,0,0,1,0
32496,0.0,2014-01-28,5.0,1.0,2014-04-15,0.0,1,100.0,6.08,5.0,1,0,0,0,0,1,0
32497,5.0,2014-01-13,3.8,1.06,2014-04-06,11.1,0,33.3,4.5600000000000005,4.9,0,0,1,1,0,0,0
32498,2.0,2014-01-19,5.0,1.13,2014-06-29,15.4,0,46.2,2.7800000000000002,4.9,0,1,0,0,0,1,1
32499,2.0,2014-01-27,5.0,1.0,2014-01-30,0.0,0,100.0,3.95,5.0,0,1,0,1,0,0,0
32500,0.0,2014-01-27,5.0,1.0,2014-05-11,0.0,0,0.0,1.79,5.0,1,0,0,1,0,0,0
32501,0.0,2014-01-06,5.0,1.0,2014-06-18,0.0,0,50.0,4.13,5.0,1,0,0,1,0,0,1
32502,1.0,2014-01-27,4.6015592912744685,1.0,2014-02-22,0.0,0,100.0,4.01,4.0,0,0,1,0,0,1,0
32503,1.0,2014-01-22,5.0,1.5,2014-06-22,33.3,1,0.0,6.46,5.0,0,1,0,0,0,1,1
32504,2.0,2014-01-23,5.0,1.0,2014-02-07,0.0,0,100.0,4.41,5.0,0,0,1,0,0,1,0
32505,6.0,2014-01-25,4.5,1.0,2014-06-02,0.0,1,62.5,2.3,4.5,0,0,1,0,0,1,1
32506,1.0,2014-01-02,4.6015592912744685,1.0,2014-01-02,0.0,0,100.0,3.32,5.0,1,0,0,1,0,0,0
32507,1.0,2014-01-03,5.0,1.0,2014-01-26,0.0,1,0.0,8.32,5.0,0,0,1,0,0,1,0
32508,2.0,2014-01-25,4.4,1.0,2014-06-01,0.0,0,65.2,5.14,4.7,0,0,1,1,0,0,1
32509,1.0,2014-01-10,5.0,2.5,2014-02-16,100.0,0,0.0,2.01,5.0,1,0,0,1,0,0,0
32510,1.0,2014-01-16,5.0,1.25,2014-01-17,100.0,0,100.0,14.18,5.0,1,0,0,0,0,1,0
